Index,clone1_cell1,clone1_cell10,clone1_cell2,clone1_cell3,clone1_cell4,clone1_cell5,clone1_cell6,clone1_cell7,clone1_cell8,clone1_cell9,clone2_cell1,clone2_cell10,clone2_cell2,clone2_cell3,clone2_cell4,clone2_cell5,clone2_cell6,clone2_cell7,clone2_cell8,clone2_cell9,clone3_cell1,clone3_cell10,clone3_cell2,clone3_cell3,clone3_cell4,clone3_cell5,clone3_cell6,clone3_cell7,clone3_cell8,clone3_cell9,clone4_cell1,clone4_cell10,clone4_cell2,clone4_cell3,clone4_cell4,clone4_cell5,clone4_cell6,clone4_cell7,clone4_cell8,clone4_cell9,clone5_cell1,clone5_cell10,clone5_cell2,clone5_cell3,clone5_cell4,clone5_cell5,clone5_cell6,clone5_cell7,clone5_cell8,clone5_cell9,clone6_cell1,clone6_cell10,clone6_cell2,clone6_cell3,clone6_cell4,clone6_cell5,clone6_cell6,clone6_cell7,clone6_cell8,clone6_cell9,clone7_cell1,clone7_cell10,clone7_cell2,clone7_cell3,clone7_cell4,clone7_cell5,clone7_cell6,clone7_cell7,clone7_cell8,clone7_cell9,clone8_cell1,clone8_cell10,clone8_cell2,clone8_cell3,clone8_cell4,clone8_cell5,clone8_cell6,clone8_cell7,clone8_cell8,clone8_cell9,clone9_cell1,clone9_cell10,clone9_cell2,clone9_cell3,clone9_cell4,clone9_cell5,clone9_cell6,clone9_cell7,clone9_cell8,clone9_cell9,normal_cell1,normal_cell10,normal_cell2,normal_cell3,normal_cell4,normal_cell5,normal_cell6,normal_cell7,normal_cell8,normal_cell9
chr17:65000001-70000000,0.666666666667,0.3125,0.818181818182,0.357142857143,0.454545454545,0.375,0.5,0.777777777778,0.307692307692,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.454545454545,0.357142857143,0.6,0.272727272727,0.428571428571,0.470588235294,0.5,0.625,0.5,0.479452054795,0.513513513514,0.376811594203,0.485294117647,0.507936507937,0.461538461538,0.473684210526,0.589285714286,0.607142857143,0.377049180328,1.0,1.0,1.0,1.0,1.0,0.923076923077,1.0,0.857142857143,1.0,1.0,1.0,1.0,0.916666666667,0.888888888889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.952380952381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.974358974359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.882352941176,1.0,1.0,1.0,1.0,0.541984732824,0.555555555556,0.466666666667,0.538461538462,0.454545454545,0.466666666667,0.555555555556,0.454545454545,0.666666666667,0.533333333333
chr17:70000001-75000000,0.52380952381,0.478260869565,0.6,0.620689655172,0.5,0.352941176471,0.533333333333,0.566666666667,0.571428571429,0.521739130435,0.346153846154,0.318181818182,0.615384615385,0.521739130435,0.428571428571,0.315789473684,0.565217391304,0.555555555556,0.34375,0.545454545455,0.5,0.633333333333,0.65,0.611111111111,0.5,0.5,0.48275862069,0.5,0.458333333333,0.342105263158,0.352941176471,0.529411764706,0.666666666667,0.58064516129,0.540540540541,0.518518518519,0.391304347826,0.619047619048,0.612903225806,0.458333333333,0.558823529412,0.448275862069,0.318181818182,0.421052631579,0.64,0.416666666667,0.5,0.633333333333,0.391304347826,0.652173913043,0.464285714286,0.55,0.545454545455,0.620689655172,0.458333333333,0.588235294118,0.666666666667,0.56,0.444444444444,0.5,0.625,0.5,0.166666666667,0.55,0.333333333333,0.375,0.739130434783,0.470588235294,0.347826086957,0.478260869565,0.681818181818,0.583333333333,0.413793103448,0.642857142857,0.5,0.535714285714,0.607142857143,0.636363636364,0.5,0.5625,0.307692307692,0.6,0.56,0.392857142857,0.666666666667,0.277777777778,0.454545454545,0.555555555556,0.5,0.333333333333,0.514563106796,0.444444444444,0.818181818182,0.6,0.555555555556,0.636363636364,0.555555555556,0.666666666667,0.636363636364,0.625
chr17:75000001-80000000,0.614035087719,0.590909090909,0.6,0.636363636364,0.34,0.477611940299,0.52,0.413793103448,0.372549019608,0.461538461538,0.521739130435,0.413793103448,0.526315789474,0.606060606061,0.428571428571,0.44,0.451612903226,0.571428571429,0.30303030303,0.481481481481,0.58064516129,0.490196078431,0.540983606557,0.413793103448,0.618181818182,0.490909090909,0.560606060606,0.525423728814,0.48,0.508196721311,0.34693877551,0.461538461538,0.5,0.5,0.623188405797,0.433962264151,0.45,0.390243902439,0.446428571429,0.392156862745,0.666666666667,0.391304347826,0.44,0.536585365854,0.555555555556,0.484848484848,0.466666666667,0.548387096774,0.521739130435,0.611111111111,0.607142857143,0.4375,0.347826086957,0.6,0.441176470588,0.51724137931,0.606060606061,0.40625,0.48275862069,0.233333333333,0.454545454545,0.555555555556,0.444444444444,0.513513513514,0.307692307692,0.578947368421,0.5,0.515151515152,0.382352941176,0.326086956522,0.490909090909,0.3,0.508771929825,0.55737704918,0.527272727273,0.555555555556,0.491525423729,0.489795918367,0.457627118644,0.41935483871,0.542857142857,0.576923076923,0.541666666667,0.483870967742,0.433333333333,0.324324324324,0.40625,0.576923076923,0.447368421053,0.615384615385,0.522727272727,0.2,0.454545454545,0.333333333333,0.6,0.363636363636,0.6,0.470588235294,0.666666666667,0.909090909091
chr17:80000001-83257441,0.625,0.818181818182,0.333333333333,0.428571428571,0.5,0.555555555556,0.166666666667,0.8,0.333333333333,0.8,0.5,0.666666666667,0.6,0.25,0.166666666667,0.555555555556,0.333333333333,0.4,0.5,0.625,0.333333333333,0.571428571429,0.428571428571,0.75,0.6,0.545454545455,0.428571428571,0.428571428571,0.714285714286,0.222222222222,0.428571428571,0.375,0.5,0.333333333333,0.571428571429,0.777777777778,0.555555555556,0.538461538462,1.0,0.666666666667,0.5,0.545454545455,0.375,0.571428571429,0.833333333333,0.416666666667,0.636363636364,0.5,0.5,0.4,0.466666666667,0.666666666667,0.5,0.571428571429,0.444444444444,0.555555555556,0.36,0.416666666667,0.533333333333,0.481481481481,0.5,0.272727272727,0.6,0.375,0.333333333333,0.4,0.7,0.333333333333,0.142857142857,0.416666666667,0.5,0.6,0.222222222222,0.666666666667,0.333333333333,1.0,0.5,0.333333333333,0.666666666667,0.6,0.461538461538,0.571428571429,0.521739130435,0.5,0.416666666667,0.617647058824,0.6,0.65,0.47619047619,0.388888888889,0.5,0.5,0.636363636364,0.75,0.636363636364,0.636363636364,0.0,0.5,0.571428571429,0.666666666667
chr18:1-5000000,0.533333333333,0.379310344828,0.46511627907,0.424242424242,0.37037037037,0.463414634146,0.432432432432,0.413793103448,0.56,0.423076923077,0.264705882353,0.388888888889,0.38,0.348837209302,0.372093023256,0.304347826087,0.5,0.478260869565,0.25,0.439024390244,0.307692307692,0.387096774194,0.357142857143,0.365853658537,0.275,0.411764705882,0.333333333333,0.321428571429,0.257142857143,0.222222222222,0.325,0.368421052632,0.333333333333,0.310344827586,0.24,0.358974358974,0.45652173913,0.230769230769,0.555555555556,0.454545454545,0.242424242424,0.377049180328,0.3,0.448979591837,0.382978723404,0.394736842105,0.414634146341,0.304347826087,0.454545454545,0.320754716981,0.477272727273,0.47619047619,0.381818181818,0.320754716981,0.346153846154,0.357142857143,0.363636363636,0.368421052632,0.395833333333,0.418604651163,0.380952380952,0.444444444444,0.486486486486,0.367346938776,0.454545454545,0.396551724138,0.45652173913,0.351351351351,0.333333333333,0.4,0.297297297297,0.351351351351,0.358974358974,0.4,0.272727272727,0.324324324324,0.266666666667,0.387096774194,0.275862068966,0.380952380952,0.368421052632,0.254545454545,0.302325581395,0.272727272727,0.333333333333,0.48,0.435897435897,0.34693877551,0.255319148936,0.433962264151,0.475409836066,0.428571428571,0.4375,0.636363636364,0.666666666667,0.6,0.166666666667,0.222222222222,0.428571428571,0.454545454545
chr18:10000001-15000000,0.666666666667,0.692307692308,0.375,0.538461538462,0.454545454545,0.692307692308,0.727272727273,0.466666666667,0.727272727273,0.125,0.296296296296,0.378378378378,0.323529411765,0.161290322581,0.388888888889,0.214285714286,0.305555555556,0.205128205128,0.206896551724,0.289473684211,0.538461538462,0.5,0.466666666667,0.583333333333,0.428571428571,0.333333333333,0.8,0.444444444444,0.5,0.642857142857,0.153846153846,0.428571428571,1.0,1.0,0.272727272727,0.526315789474,0.5,0.8,0.6875,0.166666666667,0.25641025641,0.257142857143,0.463414634146,0.121212121212,0.314285714286,0.387096774194,0.225,0.2,0.214285714286,0.333333333333,0.295454545455,0.411764705882,0.228571428571,0.375,0.236842105263,0.235294117647,0.25,0.153846153846,0.40625,0.238095238095,0.172413793103,0.320754716981,0.305555555556,0.309523809524,0.194444444444,0.310344827586,0.235294117647,0.5,0.304347826087,0.297297297297,0.636363636364,0.3,0.428571428571,0.6875,0.375,0.642857142857,0.142857142857,0.222222222222,0.777777777778,0.5,0.307692307692,0.368421052632,0.171428571429,0.324324324324,0.161290322581,0.228571428571,0.288888888889,0.315789473684,0.212121212121,0.242424242424,0.46017699115,0.4,0.5,0.538461538462,0.461538461538,0.615384615385,0.428571428571,0.142857142857,0.3,0.636363636364
chr18:15000001-20000000,0.5,0.5,1.0,0.5,0.666666666667,0.428571428571,0.25,0.0,0.0,0.0,0.875,0.5,0.833333333333,0.5,0.4,0.0,0.666666666667,0.25,0.25,1.0,0.666666666667,0.5,0.25,0.166666666667,0.625,0.4,0.6,0.666666666667,0.714285714286,0.833333333333,0.5,0.5,0.25,1.0,1.0,1.0,0.0,0.666666666667,0.0,0.5,0.375,0.285714285714,0.8,0.0833333333333,0.666666666667,0.444444444444,0.571428571429,0.75,0.333333333333,0.714285714286,0.6,0.5,0.7,0.0,0.4,0.5,0.666666666667,0.555555555556,0.727272727273,0.3,0.222222222222,0.333333333333,0.333333333333,0.363636363636,0.333333333333,0.6,0.428571428571,0.571428571429,0.428571428571,0.8,0.2,1.0,0.8,0.8,0.571428571429,0.333333333333,0.166666666667,0.333333333333,0.5,0.333333333333,0.583333333333,0.111111111111,1.0,0.636363636364,0.6,0.625,0.5,0.714285714286,0.714285714286,0.5,0.542857142857,1.0,0.333333333333,0.666666666667,0.2,0.333333333333,0.666666666667,0.5,0.75,0.666666666667
chr18:20000001-25000000,0.636363636364,1.0,0.666666666667,0.375,0.4,0.4,0.666666666667,0.636363636364,0.666666666667,0.466666666667,0.7,0.583333333333,0.7,0.5,0.6,0.625,0.727272727273,0.5,0.571428571429,0.5,0.714285714286,0.75,0.642857142857,0.952380952381,0.892857142857,0.833333333333,0.941176470588,0.785714285714,0.875,0.75,0.818181818182,1.0,0.625,0.307692307692,0.769230769231,0.666666666667,0.285714285714,0.6,0.111111111111,0.6,0.571428571429,0.678571428571,0.535714285714,0.583333333333,0.53125,0.64,0.612903225806,0.653846153846,0.529411764706,0.56,0.488888888889,0.5,0.622222222222,0.491803278689,0.555555555556,0.535714285714,0.595238095238,0.542857142857,0.414634146341,0.446808510638,0.555555555556,0.583333333333,0.857142857143,0.666666666667,0.25,0.428571428571,0.636363636364,0.5,0.363636363636,0.555555555556,0.944444444444,0.892857142857,0.857142857143,0.888888888889,1.0,0.75,0.764705882353,0.894736842105,0.6875,0.833333333333,0.585365853659,0.394736842105,0.428571428571,0.30303030303,0.526315789474,0.625,0.536585365854,0.5,0.490566037736,0.592592592593,0.546391752577,0.6,0.5,0.0,0.666666666667,0.714285714286,0.555555555556,0.454545454545,0.5,0.416666666667
chr18:25000001-30000000,0.357142857143,0.636363636364,0.357142857143,0.666666666667,0.533333333333,0.818181818182,0.6,0.583333333333,0.352941176471,0.357142857143,0.454545454545,0.388888888889,0.310344827586,0.486486486486,0.461538461538,0.409090909091,0.351851851852,0.306451612903,0.509090909091,0.383333333333,0.357142857143,0.396551724138,0.393442622951,0.5625,0.363636363636,0.450980392157,0.44776119403,0.561403508772,0.387755102041,0.47619047619,0.545454545455,0.5,0.545454545455,0.461538461538,0.5,0.583333333333,0.45,0.357142857143,0.428571428571,0.4,0.469696969697,0.196078431373,0.288461538462,0.326530612245,0.295081967213,0.304347826087,0.392857142857,0.472727272727,0.391304347826,0.4,0.320754716981,0.395833333333,0.333333333333,0.377777777778,0.238095238095,0.357142857143,0.473684210526,0.305555555556,0.464285714286,0.307692307692,0.28,0.333333333333,0.368421052632,0.308823529412,0.36,0.333333333333,0.298245614035,0.5,0.46511627907,0.26,0.320754716981,0.455882352941,0.4,0.44776119403,0.511111111111,0.537313432836,0.485294117647,0.270833333333,0.476923076923,0.4,0.358490566038,0.305084745763,0.428571428571,0.44776119403,0.381818181818,0.4,0.413793103448,0.473684210526,0.454545454545,0.283018867925,0.583333333333,0.444444444444,0.416666666667,0.555555555556,0.571428571429,0.277777777778,0.5,0.611111111111,0.583333333333,0.4
chr18:30000001-35000000,0.375,0.620689655172,0.541666666667,0.346153846154,0.789473684211,0.310344827586,0.576923076923,0.47619047619,0.363636363636,0.421052631579,0.5,0.666666666667,0.428571428571,0.461538461538,0.461538461538,0.1,0.6,0.5,0.583333333333,0.555555555556,0.642857142857,0.4,0.36,0.363636363636,0.5,0.52,0.535714285714,0.52,0.387096774194,0.433333333333,0.5,0.510204081633,0.526315789474,0.375,0.564102564103,0.4375,0.585365853659,0.543859649123,0.424242424242,0.537037037037,0.307692307692,0.533333333333,0.4,0.642857142857,0.461538461538,0.473684210526,0.5,0.461538461538,0.5,0.583333333333,0.5625,0.769230769231,0.4,0.666666666667,0.4,0.538461538462,0.3,0.5,0.363636363636,0.764705882353,0.538461538462,0.5,0.5,0.521739130435,0.5,0.5,0.5625,0.25,0.769230769231,0.571428571429,0.5,0.555555555556,0.521739130435,0.558823529412,0.466666666667,0.48275862069,0.5,0.608695652174,0.529411764706,0.566666666667,0.302325581395,0.586206896552,0.346153846154,0.608695652174,0.515151515152,0.566666666667,0.48275862069,0.444444444444,0.56,0.421052631579,0.571428571429,0.571428571429,0.538461538462,0.769230769231,0.5625,0.411764705882,0.75,0.6,0.555555555556,0.307692307692
chr18:35000001-40000000,0.722222222222,0.703703703704,0.764705882353,0.68,0.758620689655,0.653846153846,0.857142857143,0.821428571429,0.730769230769,0.807692307692,0.538461538462,0.28,0.416666666667,0.421052631579,0.428571428571,0.1875,0.263157894737,0.235294117647,0.166666666667,0.4,0.793103448276,0.862068965517,0.6875,0.909090909091,0.84,0.8,0.821428571429,0.740740740741,0.785714285714,0.928571428571,0.666666666667,0.806451612903,0.6875,0.75,0.761904761905,0.655172413793,0.666666666667,0.666666666667,0.842105263158,0.76,0.461538461538,0.444444444444,0.318181818182,0.357142857143,0.222222222222,0.266666666667,0.4375,0.363636363636,0.25,0.5,0.428571428571,0.666666666667,0.411764705882,0.315789473684,0.473684210526,0.6,0.454545454545,0.1,0.294117647059,0.235294117647,0.555555555556,0.409090909091,0.4375,0.4375,0.4,0.375,0.411764705882,0.3125,0.5,0.444444444444,0.56,0.647058823529,0.615384615385,0.833333333333,0.607142857143,0.791666666667,0.809523809524,0.8,0.807692307692,0.95,0.411764705882,0.5,0.347826086957,0.428571428571,0.454545454545,0.352941176471,0.24,0.333333333333,0.333333333333,0.3,0.546296296296,0.714285714286,0.769230769231,0.8,0.533333333333,0.625,0.571428571429,0.615384615385,0.5625,0.5
chr18:40000001-45000000,0.833333333333,0.625,0.666666666667,0.285714285714,0.375,0.555555555556,0.222222222222,0.571428571429,0.375,0.666666666667,1.0,0.958333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.961538461538,1.0,0.0714285714286,0.0,0.0,0.0,0.0714285714286,0.176470588235,0.0714285714286,0.0,0.0,0.0,0.5,0.5,0.333333333333,0.692307692308,0.142857142857,0.636363636364,0.666666666667,0.4,0.777777777778,0.222222222222,1.0,0.935483870968,0.961538461538,0.958333333333,1.0,1.0,0.954545454545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.944444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,1.0,1.0,0.0909090909091,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0869565217391,0.111111111111,0.0,1.0,0.958333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.425531914894,0.2,0.5,0.666666666667,0.714285714286,0.5,0.5,0.444444444444,0.833333333333,0.5
chr18:45000001-50000000,0.551724137931,0.4375,0.588235294118,0.566666666667,0.666666666667,0.592592592593,0.56,0.631578947368,0.5,0.448275862069,0.578947368421,0.416666666667,0.5,0.538461538462,0.571428571429,0.6,0.666666666667,0.666666666667,0.714285714286,0.636363636364,0.607142857143,0.608695652174,0.588235294118,0.739130434783,0.8,0.655172413793,0.714285714286,0.68,0.515151515152,0.75,0.555555555556,0.62962962963,0.583333333333,0.88,0.551724137931,0.684210526316,0.722222222222,0.533333333333,0.615384615385,0.592592592593,0.428571428571,0.555555555556,0.875,0.5,1.0,0.642857142857,0.5,0.428571428571,0.7,0.733333333333,0.333333333333,0.428571428571,0.583333333333,0.357142857143,0.583333333333,0.666666666667,0.571428571429,0.5,0.454545454545,0.25,0.5,0.4,0.333333333333,0.846153846154,0.5,0.636363636364,0.363636363636,0.833333333333,0.363636363636,0.666666666667,0.526315789474,0.775510204082,0.551020408163,0.636363636364,0.69387755102,0.585365853659,0.594594594595,0.631578947368,0.54,0.590909090909,0.333333333333,0.666666666667,0.428571428571,0.75,0.666666666667,0.166666666667,0.615384615385,0.75,0.727272727273,0.3,0.463636363636,0.272727272727,0.625,0.571428571429,0.625,0.666666666667,0.666666666667,0.571428571429,0.444444444444,0.571428571429
chr18:50000001-55000000,0.574468085106,0.612244897959,0.774193548387,0.515151515152,0.586956521739,0.590909090909,0.475,0.714285714286,0.435897435897,0.56,0.714285714286,0.352941176471,0.444444444444,0.428571428571,0.25,0.611111111111,0.833333333333,0.5,0.6875,0.428571428571,0.545454545455,0.652173913043,0.575,0.435897435897,0.483870967742,0.5,0.704545454545,0.558139534884,0.632653061224,0.631578947368,0.558441558442,0.511111111111,0.583333333333,0.430555555556,0.574074074074,0.5625,0.490566037736,0.534482758621,0.630769230769,0.428571428571,0.8,0.928571428571,0.529411764706,0.4,0.52380952381,0.545454545455,0.733333333333,0.555555555556,0.684210526316,0.727272727273,0.4,0.461538461538,0.5,0.666666666667,0.666666666667,0.5,0.428571428571,0.357142857143,0.75,0.583333333333,0.7,0.625,0.352941176471,0.692307692308,0.636363636364,0.625,0.333333333333,0.666666666667,0.8,0.357142857143,0.380952380952,0.740740740741,0.571428571429,0.63829787234,0.555555555556,0.655172413793,0.552631578947,0.703703703704,0.609756097561,0.452380952381,0.6,0.5,0.571428571429,0.538461538462,0.833333333333,0.529411764706,0.777777777778,0.647058823529,0.466666666667,0.8,0.586466165414,0.2,0.733333333333,0.666666666667,0.583333333333,0.5,0.555555555556,0.714285714286,0.666666666667,0.8
chr18:5000001-10000000,0.4,0.583333333333,0.333333333333,0.5,0.5,0.6,0.666666666667,0.461538461538,0.416666666667,0.8,0.542372881356,0.652173913043,0.574468085106,0.533333333333,0.607142857143,0.711111111111,0.526315789474,0.739130434783,0.577777777778,0.64,0.333333333333,0.285714285714,0.666666666667,0.428571428571,0.375,0.555555555556,0.166666666667,0.466666666667,0.6,0.454545454545,0.571428571429,0.327586206897,0.5,0.557692307692,0.5,0.581395348837,0.4,0.527272727273,0.490566037736,0.616666666667,0.421052631579,0.605263157895,0.641509433962,0.574468085106,0.56862745098,0.5,0.745762711864,0.510204081633,0.734693877551,0.740740740741,0.555555555556,0.677966101695,0.622641509434,0.583333333333,0.614035087719,0.648148148148,0.666666666667,0.560975609756,0.481481481481,0.595238095238,0.702127659574,0.666666666667,0.714285714286,0.711538461538,0.666666666667,0.645833333333,0.617647058824,0.707317073171,0.666666666667,0.63829787234,0.64,0.655172413793,0.851851851852,0.8,0.88,0.5625,0.851851851852,0.615384615385,0.48,0.714285714286,0.434782608696,0.509090909091,0.583333333333,0.666666666667,0.608695652174,0.508474576271,0.676470588235,0.666666666667,0.735849056604,0.703703703704,0.526717557252,0.571428571429,0.714285714286,0.647058823529,0.428571428571,0.6,0.454545454545,0.470588235294,0.466666666667,0.666666666667
chr18:55000001-60000000,0.166666666667,0.357142857143,0.375,0.533333333333,0.166666666667,0.4,0.384615384615,0.384615384615,0.375,0.666666666667,0.6,0.833333333333,0.5,0.333333333333,0.416666666667,0.25,0.307692307692,0.466666666667,0.25,0.555555555556,0.454545454545,0.333333333333,0.555555555556,0.384615384615,0.571428571429,0.25,0.4,0.625,0.5,0.545454545455,0.333333333333,0.361111111111,0.289473684211,0.235294117647,0.241379310345,0.463414634146,0.34,0.210526315789,0.352941176471,0.366666666667,0.5,0.181818181818,0.285714285714,0.375,0.571428571429,0.4,0.6,0.666666666667,0.333333333333,0.25,0.428571428571,0.4,0.428571428571,0.4,0.625,0.636363636364,0.769230769231,0.571428571429,0.454545454545,0.466666666667,0.625,0.285714285714,0.428571428571,0.3,0.384615384615,0.545454545455,0.454545454545,0.625,0.545454545455,0.285714285714,0.555555555556,0.428571428571,0.181818181818,0.857142857143,0.25,0.428571428571,0.384615384615,0.4,0.5,0.5,0.214285714286,0.297297297297,0.27027027027,0.357142857143,0.21875,0.363636363636,0.235294117647,0.323529411765,0.30303030303,0.263157894737,0.504347826087,0.333333333333,0.642857142857,0.666666666667,0.352941176471,0.5,0.5,0.571428571429,0.625,0.466666666667
chr18:60000001-65000000,0.515151515152,0.357142857143,0.55,0.617647058824,0.56,0.48,0.533333333333,0.428571428571,0.514285714286,0.347826086957,0.375,0.2,0.333333333333,0.875,0.142857142857,0.555555555556,0.8,1.0,0.714285714286,0.538461538462,0.575757575758,0.538461538462,0.633333333333,0.583333333333,0.45,0.545454545455,0.466666666667,0.434782608696,0.52380952381,0.5,0.434782608696,0.521739130435,0.45,0.32,0.56,0.416666666667,0.513513513514,0.633333333333,0.448275862069,0.458333333333,0.454545454545,0.542857142857,0.652173913043,0.461538461538,0.64,0.44,0.695652173913,0.366666666667,0.62962962963,0.35,0.54347826087,0.54,0.525423728814,0.666666666667,0.458333333333,0.540983606557,0.446808510638,0.489795918367,0.533333333333,0.533333333333,0.5,0.347826086957,0.391304347826,0.380952380952,0.3,0.458333333333,0.5,0.521739130435,0.363636363636,0.357142857143,0.413043478261,0.407407407407,0.416666666667,0.681818181818,0.545454545455,0.5,0.5,0.458333333333,0.285714285714,0.346153846154,0.461538461538,0.5625,0.542857142857,0.425531914894,0.448979591837,0.55,0.618181818182,0.489795918367,0.620689655172,0.547619047619,0.467289719626,0.125,0.571428571429,0.727272727273,0.181818181818,0.666666666667,0.25,0.5,0.5,0.6
chr18:65000001-70000000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47,0.666666666667,0.416666666667,0.375,0.444444444444,0.625,0.285714285714,0.529411764706,0.5,0.909090909091
chr18:70000001-75000000,0.5,0.636363636364,0.6,0.333333333333,0.692307692308,0.625,0.684210526316,0.571428571429,0.384615384615,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444444,0.2,0.333333333333,0.0909090909091,0.4,0.461538461538,0.5,0.6,0.333333333333,0.666666666667,0.5,0.368421052632,0.615384615385,0.375,0.230769230769,0.4,0.55,0.333333333333,0.5,0.230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461538461538,0.5,0.5,0.4375,0.545454545455,0.4,0.444444444444,0.583333333333,0.307692307692,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484615384615,0.571428571429,0.8,0.6,0.5,0.631578947368,0.857142857143,0.473684210526,0.705882352941,0.333333333333
chr18:75000001-80000000,0.422222222222,0.625,0.344827586207,0.323529411765,0.578947368421,0.485714285714,0.5,0.425531914894,0.410256410256,0.441176470588,0.615384615385,0.470588235294,0.538461538462,0.5,0.454545454545,0.461538461538,0.666666666667,0.307692307692,0.714285714286,0.555555555556,0.425,0.425531914894,0.447368421053,0.473684210526,0.545454545455,0.533333333333,0.605263157895,0.484848484848,0.475,0.369565217391,0.583333333333,0.485714285714,0.538461538462,0.439024390244,0.513513513514,0.575757575758,0.459459459459,0.5,0.545454545455,0.525,0.7,0.588235294118,0.384615384615,0.4,0.5,0.6875,0.181818181818,0.666666666667,0.571428571429,0.5625,0.5,0.25,0.454545454545,0.583333333333,0.363636363636,0.583333333333,0.444444444444,0.6,0.666666666667,0.5,0.583333333333,0.357142857143,0.4,0.444444444444,0.75,0.363636363636,0.571428571429,0.368421052632,0.272727272727,0.454545454545,0.488372093023,0.446808510638,0.526315789474,0.53125,0.5,0.30303030303,0.428571428571,0.555555555556,0.477272727273,0.428571428571,0.642857142857,0.44,0.5,0.333333333333,0.363636363636,0.285714285714,0.583333333333,0.615384615385,0.545454545455,0.636363636364,0.482269503546,0.533333333333,0.466666666667,0.5,0.533333333333,0.466666666667,0.5,0.4,0.384615384615,0.363636363636
chr18:80000001-80373285,0.333333333333,0.5,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.4,0.4,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.4,0.666666666667,0.0,0.777777777778,0.6,0.5,0.428571428571,0.5,0.333333333333,0.333333333333,0.5,0.5,0.0,0.0,1.0,0.5,0.333333333333,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.666666666667,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.333333333333,0.0,0.333333333333,0.5,0.666666666667,1.0,0.5,0.416666666667,1.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,1.0
chr19:1-5000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504347826087,0.444444444444,0.571428571429,0.384615384615,0.4,0.461538461538,0.454545454545,0.625,0.75,0.714285714286
